"date","geography","geography code","Rural Urban","Residence Type: All categories: Residence type; measures: Value","Residence Type: Lives in a household; measures: Value","Residence Type: Lives in a communal establishment; measures: Value","Residence Type: Communal establishments with persons sleeping rough identified; measures: Value"
"2011","Medway","E06000035","Rural town and fringe",20741,20719,22,0
"2011","Medway","E06000035","Rural town and fringe in a sparse setting",0,0,0,0
"2011","Medway","E06000035","Rural village",4811,4787,24,0
"2011","Medway","E06000035","Rural village in a sparse setting",0,0,0,0
"2011","Medway","E06000035","Rural hamlet and isolated dwellings",2905,2851,54,0
"2011","Medway","E06000035","Rural hamlet and isolated dwellings in a sparse setting",0,0,0,0
"2011","Milton Keynes","E06000042","Total",248821,246715,2106,0
"2011","Milton Keynes","E06000042","Urban (total)",227168,225216,1952,0
"2011","Milton Keynes","E06000042","Urban major conurbation",0,0,0,0
"2011","Milton Keynes","E06000042","Urban minor conurbation",0,0,0,0
"2011","Milton Keynes","E06000042","Urban city and town",227168,225216,1952,0
"2011","Milton Keynes","E06000042","Urban city and town in a sparse setting",0,0,0,0
"2011","Milton Keynes","E06000042","Rural (total)",21653,21499,154,0
"2011","Milton Keynes","E06000042","Rural town and fringe",11712,11606,106,0
"2011","Milton Keynes","E06000042","Rural town and fringe in a sparse setting",0,0,0,0
"2011","Milton Keynes","E06000042","Rural village",8683,8636,47,0
"2011","Milton Keynes","E06000042","Rural village in a sparse setting",0,0,0,0
"2011","Milton Keynes","E06000042","Rural hamlet and isolated dwellings",1258,1257,1,0
"2011","Milton Keynes","E06000042","Rural hamlet and isolated dwellings in a sparse setting",0,0,0,0
"2011","Portsmouth","E06000044","Total",205056,200052,5004,4
"2011","Portsmouth","E06000044","Urban (total)",205056,200052,5004,4
"2011","Portsmouth","E06000044","Urban major conurbation",0,0,0,0
"2011","Portsmouth","E06000044","Urban minor conurbation",0,0,0,0
"2011","Portsmouth","E06000044","Urban city and town",205056,200052,5004,4
"2011","Portsmouth","E06000044","Urban city and town in a sparse setting",0,0,0,0
"2011","Portsmouth","E06000044","Rural (total)",0,0,0,0
"2011","Portsmouth","E06000044","Rural town and fringe",0,0,0,0
"2011","Portsmouth","E06000044","Rural town and fringe in a sparse setting",0,0,0,0
"2011","Portsmouth","E06000044","Rural village",0,0,0,0
"2011","Portsmouth","E06000044","Rural village in a sparse setting",0,0,0,0
"2011","Portsmouth","E06000044","Rural hamlet and isolated dwellings",0,0,0,0
"2011","Portsmouth","E06000044","Rural hamlet and isolated dwellings in a sparse setting",0,0,0,0
"2011","Reading","E06000038","Total",155698,151330,4368,0
"2011","Reading","E06000038","Urban (total)",155230,150862,4368,0
"2011","Reading","E06000038","Urban major conurbation",0,0,0,0
"2011","Reading","E06000038","Urban minor conurbation",0,0,0,0
"2011","Reading","E06000038","Urban city and town",155230,150862,4368,0
"2011","Reading","E06000038","Urban city and town in a sparse setting",0,0,0,0
"2011","Reading","E06000038","Rural (total)",468,468,0,0
"2011","Reading","E06000038","Rural town and fringe",468,468,0,0
"2011","Reading","E06000038","Rural town and fringe in a sparse setting",0,0,0,0
"2011","Reading","E06000038","Rural village",0,0,0,0
"2011","Reading","E06000038","Rural village in a sparse setting",0,0,0,0
"2011","Reading","E06000038","Rural hamlet and isolated dwellings",0,0,0,0
"2011","Reading","E06000038","Rural hamlet and isolated dwellings in a sparse setting",0,0,0,0
"2011","Slough","E06000039","Total",140205,139697,508,0
"2011","Slough","E06000039","Urban (total)",140205,139697,508,0
"2011","Slough","E06000039","Urban major conurbation",0,0,0,0
"2011","Slough","E06000039","Urban minor conurbation",0,0,0,0
"2011","Slough","E06000039","Urban city and town",140205,139697,508,0
"2011","Slough","E06000039","Urban city and town in a sparse setting",0,0,0,0
"2011","Slough","E06000039","Rural (total)",0,0,0,0
"2011","Slough","E06000039","Rural town and fringe",0,0,0,0
"2011","Slough","E06000039","Rural town and fringe in a sparse setting",0,0,0,0
"2011","Slough","E06000039","Rural village",0,0,0,0
"2011","Slough","E06000039","Rural village in a sparse setting",0,0,0,0
"2011","Slough","E06000039","Rural hamlet and isolated dwellings",0,0,0,0
"2011","Slough","E06000039","Rural hamlet and isolated dwellings in a sparse setting",0,0,0,0
"2011","Southampton","E06000045","Total",236882,228459,8423,2
"2011","Southampton","E06000045","Urban (total)",236882,228459,8423,2
"2011","Southampton","E06000045","Urban major conurbation",0,0,0,0
"2011","Southampton","E06000045","Urban minor conurbation",0,0,0,0
"2011","Southampton","E06000045","Urban city and town",236882,228459,8423,2
"2011","Southampton","E06000045","Urban city and town in a sparse setting",0,0,0,0
"2011","Southampton","E06000045","Rural (total)",0,0,0,0
"2011","Southampton","E06000045","Rural town and fringe",0,0,0,0
"2011","Southampton","E06000045","Rural town and fringe in a sparse setting",0,0,0,0
"2011","Southampton","E06000045","Rural village",0,0,0,0
"2011","Southampton","E06000045","Rural village in a sparse setting",0,0,0,0
"2011","Southampton","E06000045","Rural hamlet and isolated dwellings",0,0,0,0
"2011","Southampton","E06000045","Rural hamlet and isolated dwellings in a sparse setting",0,0,0,0
"2011","West Berkshire","E06000037","Total",153822,150878,2944,0
"2011","West Berkshire","E06000037","Urban (total)",96873,95713,1160,0
"2011","West Berkshire","E06000037","Urban major conurbation",0,0,0,0
"2011","West Berkshire","E06000037","Urban minor conurbation",0,0,0,0
"2011","West Berkshire","E06000037","Urban city and town",96873,95713,1160,0
"2011","West Berkshire","E06000037","Urban city and town in a sparse setting",0,0,0,0
"2011","West Berkshire","E06000037","Rural (total)",56949,55165,1784,0
"2011","West Berkshire","E06000037","Rural town and fringe",23776,23634,142,0
"2011","West Berkshire","E06000037","Rural town and fringe in a sparse setting",0,0,0,0
"2011","West Berkshire","E06000037","Rural village",19513,18589,924,0
"2011","West Berkshire","E06000037","Rural village in a sparse setting",0,0,0,0
"2011","West Berkshire","E06000037","Rural hamlet and isolated dwellings",13660,12942,718,0
"2011","West Berkshire","E06000037","Rural hamlet and isolated dwellings in a sparse setting",0,0,0,0
"2011","Windsor and Maidenhead","E06000040","Total",144560,141065,3495,1
"2011","Windsor and Maidenhead","E06000040","Urban (total)",129599,126256,3343,1
"2011","Windsor and Maidenhead","E06000040","Urban major conurbation",389,389,0,0
"2011","Windsor and Maidenhead","E06000040","Urban minor conurbation",0,0,0,0
"2011","Windsor and Maidenhead","E06000040","Urban city and town",129210,125867,3343,1
"2011","Windsor and Maidenhead","E06000040","Urban city and town in a sparse setting",0,0,0,0
"2011","Windsor and Maidenhead","E06000040","Rural (total)",14961,14809,152,0
"2011","Windsor and Maidenhead","E06000040","Rural town and fringe",6849,6785,64,0
"2011","Windsor and Maidenhead","E06000040","Rural town and fringe in a sparse setting",0,0,0,0
"2011","Windsor and Maidenhead","E06000040","Rural village",6153,6086,67,0
"2011","Windsor and Maidenhead","E06000040","Rural village in a sparse setting",0,0,0,0
"2011","Windsor and Maidenhead","E06000040","Rural hamlet and isolated dwellings",1959,1938,21,0
"2011","Windsor and Maidenhead","E06000040","Rural hamlet and isolated dwellings in a sparse setting",0,0,0,0
"2011","Wokingham","E06000041","Total",154380,151740,2640,0
"2011","Wokingham","E06000041","Urban (total)",127335,125341,1994,0
"2011","Wokingham","E06000041","Urban major conurbation",0,0,0,0
"2011","Wokingham","E06000041","Urban minor conurbation",0,0,0,0
"2011","Wokingham","E06000041","Urban city and town",127335,125341,1994,0
"2011","Wokingham","E06000041","Urban city and town in a sparse setting",0,0,0,0
"2011","Wokingham","E06000041","Rural (total)",27045,26399,646,0
"2011","Wokingham","E06000041","Rural town and fringe",16218,16107,111,0
"2011","Wokingham","E06000041","Rural town and fringe in a sparse setting",0,0,0,0
"2011","Wokingham","E06000041","Rural village",5226,5182,44,0
"2011","Wokingham","E06000041","Rural village in a sparse setting",0,0,0,0
"2011","Wokingham","E06000041","Rural hamlet and isolated dwellings",5601,5110,491,0
"2011","Wokingham","E06000041","Rural hamlet and isolated dwellings in a sparse setting",0,0,0,0
"2011","Buckinghamshire","E10000002","Total",505283,497299,7984,1
"2011","Buckinghamshire","E10000002","Urban (total)",339543,334508,5035,1
"2011","Buckinghamshire","E10000002","Urban major conurbation",1446,1446,0,0
"2011","Buckinghamshire","E10000002","Urban minor conurbation",0,0,0,0
"2011","Buckinghamshire","E10000002","Urban city and town",338097,333062,5035,1
"2011","Buckinghamshire","E10000002","Urban city and town in a sparse setting",0,0,0,0
"2011","Buckinghamshire","E10000002","Rural (total)",165740,162791,2949,0
"2011","Buckinghamshire","E10000002","Rural town and fringe",82743,82139,604,0
"2011","Buckinghamshire","E10000002","Rural town and fringe in a sparse setting",0,0,0,0
"2011","Buckinghamshire","E10000002","Rural village",55845,54879,966,0
"2011","Buckinghamshire","E10000002","Rural village in a sparse setting",0,0,0,0
"2011","Buckinghamshire","E10000002","Rural hamlet and isolated dwellings",27152,25773,1379,0
"2011","Buckinghamshire","E10000002","Rural hamlet and isolated dwellings in a sparse setting",0,0,0,0
"2011","East Sussex","E10000011","Total",526671,515598,11073,3
"2011","East Sussex","E10000011","Urban (total)",389946,382480,7466,3
"2011","East Sussex","E10000011","Urban major conurbation",0,0,0,0
"2011","East Sussex","E10000011","Urban minor conurbation",0,0,0,0
"2011","East Sussex","E10000011","Urban city and town",389946,382480,7466,3
"2011","East Sussex","E10000011","Urban city and town in a sparse setting",0,0,0,0
"2011","East Sussex","E10000011","Rural (total)",136725,133118,3607,0
"2011","East Sussex","E10000011","Rural town and fringe",48728,47866,862,0
"2011","East Sussex","E10000011","Rural town and fringe in a sparse setting",0,0,0,0
"2011","East Sussex","E10000011","Rural village",51147,49616,1531,0
"2011","East Sussex","E10000011","Rural village in a sparse setting",0,0,0,0
"2011","East Sussex","E10000011","Rural hamlet and isolated dwellings",36850,35636,1214,0
"2011","East Sussex","E10000011","Rural hamlet and isolated dwellings in a sparse setting",0,0,0,0
"2011","Hampshire","E10000014","Total",1317788,1296211,21577,10
"2011","Hampshire","E10000014","Urban (total)",1029336,1016394,12942,10
"2011","Hampshire","E10000014","Urban major conurbation",0,0,0,0
"2011","Hampshire","E10000014","Urban minor conurbation",0,0,0,0
"2011","Hampshire","E10000014","Urban city and town",1029336,1016394,12942,10
"2011","Hampshire","E10000014","Urban city and town in a sparse setting",0,0,0,0
"2011","Hampshire","E10000014","Rural (total)",288452,279817,8635,0
"2011","Hampshire","E10000014","Rural town and fringe",140624,137523,3101,0
"2011","Hampshire","E10000014","Rural town and fringe in a sparse setting",0,0,0,0
"2011","Hampshire","E10000014","Rural village",84029,81074,2955,0
"2011","Hampshire","E10000014","Rural village in a sparse setting",0,0,0,0
"2011","Hampshire","E10000014","Rural hamlet and isolated dwellings",63799,61220,2579,0
"2011","Hampshire","E10000014","Rural hamlet and isolated dwellings in a sparse setting",0,0,0,0
"2011","Kent","E10000016","Total",1463740,1435745,27995,4
"2011","Kent","E10000016","Urban (total)",1058640,1038145,20495,4
"2011","Kent","E10000016","Urban major conurbation",183535,182236,1299,1
"2011","Kent","E10000016","Urban minor conurbation",0,0,0,0
"2011","Kent","E10000016","Urban city and town",875105,855909,19196,3
"2011","Kent","E10000016","Urban city and town in a sparse setting",0,0,0,0
"2011","Kent","E10000016","Rural (total)",405100,397600,7500,0
"2011","Kent","E10000016","Rural town and fringe",203648,201316,2332,0
"2011","Kent","E10000016","Rural town and fringe in a sparse setting",0,0,0,0
"2011","Kent","E10000016","Rural village",117361,114518,2843,0
"2011","Kent","E10000016","Rural village in a sparse setting",0,0,0,0
"2011","Kent","E10000016","Rural hamlet and isolated dwellings",84091,81766,2325,0
"2011","Kent","E10000016","Rural hamlet and isolated dwellings in a sparse setting",0,0,0,0
"2011","Oxfordshire","E10000025","Total",653798,624099,29699,3
"2011","Oxfordshire","E10000025","Urban (total)",435201,412291,22910,3
"2011","Oxfordshire","E10000025","Urban major conurbation",0,0,0,0
"2011","Oxfordshire","E10000025","Urban minor conurbation",0,0,0,0
"2011","Oxfordshire","E10000025","Urban city and town",435201,412291,22910,3
"2011","Oxfordshire","E10000025","Urban city and town in a sparse setting",0,0,0,0
"2011","Oxfordshire","E10000025","Rural (total)",218597,211808,6789,0
"2011","Oxfordshire","E10000025","Rural town and fringe",101280,98743,2537,0
"2011","Oxfordshire","E10000025","Rural town and fringe in a sparse setting",0,0,0,0
"2011","Oxfordshire","E10000025","Rural village",91571,89276,2295,0
"2011","Oxfordshire","E10000025","Rural village in a sparse setting",0,0,0,0
"2011","Oxfordshire","E10000025","Rural hamlet and isolated dwellings",25746,23789,1957,0
"2011","Oxfordshire","E10000025","Rural hamlet and isolated dwellings in a sparse setting",0,0,0,0
"2011","Surrey","E10000030","Total",1132390,1105800,26590,3
"2011","Surrey","E10000030","Urban (total)",980249,958798,21451,2
"2011","Surrey","E10000030","Urban major conurbation",551737,542290,9447,1
"2011","Surrey","E10000030","Urban minor conurbation",0,0,0,0
"2011","Surrey","E10000030","Urban city and town",428512,416508,12004,1
"2011","Surrey","E10000030","Urban city and town in a sparse setting",0,0,0,0
"2011","Surrey","E10000030","Rural (total)",152141,147002,5139,1
"2011","Surrey","E10000030","Rural town and fringe",64916,63705,1211,0
"2011","Surrey","E10000030","Rural town and fringe in a sparse setting",0,0,0,0
"2011","Surrey","E10000030","Rural village",47629,46194,1435,0
"2011","Surrey","E10000030","Rural village in a sparse setting",0,0,0,0
"2011","Surrey","E10000030","Rural hamlet and isolated dwellings",39596,37103,2493,1
"2011","Surrey","E10000030","Rural hamlet and isolated dwellings in a sparse setting",0,0,0,0
"2011","West Sussex","E10000032","Total",806892,791540,15352,4
"2011","West Sussex","E10000032","Urban (total)",615318,606209,9109,3
"2011","West Sussex","E10000032","Urban major conurbation",0,0,0,0
"2011","West Sussex","E10000032","Urban minor conurbation",0,0,0,0
"2011","West Sussex","E10000032","Urban city and town",615318,606209,9109,3
"2011","West Sussex","E10000032","Urban city and town in a sparse setting",0,0,0,0
"2011","West Sussex","E10000032","Rural (total)",191574,185331,6243,1
"2011","West Sussex","E10000032","Rural town and fringe",101262,100202,1060,1
"2011","West Sussex","E10000032","Rural town and fringe in a sparse setting",0,0,0,0
"2011","West Sussex","E10000032","Rural village",47936,45446,2490,0
"2011","West Sussex","E10000032","Rural village in a sparse setting",0,0,0,0
"2011","West Sussex","E10000032","Rural hamlet and isolated dwellings",42376,39683,2693,0
"2011","West Sussex","E10000032","Rural hamlet and isolated dwellings in a sparse setting",0,0,0,0
"2011","Bath and North East Somerset","E06000022","Total",176016,169977,6039,0
"2011","Bath and North East Somerset","E06000022","Urban (total)",138913,133879,5034,0
"2011","Bath and North East Somerset","E06000022","Urban major conurbation",0,0,0,0
"2011","Bath and North East Somerset","E06000022","Urban minor conurbation",0,0,0,0
"2011","Bath and North East Somerset","E06000022","Urban city and town",138913,133879,5034,0
"2011","Bath and North East Somerset","E06000022","Urban city and town in a sparse setting",0,0,0,0
"2011","Bath and North East Somerset","E06000022","Rural (total)",37103,36098,1005,0
"2011","Bath and North East Somerset","E06000022","Rural town and fringe",16057,15807,250,0
"2011","Bath and North East Somerset","E06000022","Rural town and fringe in a sparse setting",0,0,0,0
"2011","Bath and North East Somerset","E06000022","Rural village",16551,15843,708,0
"2011","Bath and North East Somerset","E06000022","Rural village in a sparse setting",0,0,0,0
"2011","Bath and North East Somerset","E06000022","Rural hamlet and isolated dwellings",4495,4448,47,0
"2011","Bath and North East Somerset","E06000022","Rural hamlet and isolated dwellings in a sparse setting",0,0,0,0
"2011","Bournemouth","E06000028","Total",183491,179138,4353,1
"2011","Bournemouth","E06000028","Urban (total)",183352,178999,4353,1
"2011","Bournemouth","E06000028","Urban major conurbation",0,0,0,0
"2011","Bournemouth","E06000028","Urban minor conurbation",0,0,0,0
"2011","Bournemouth","E06000028","Urban city and town",183352,178999,4353,1
"2011","Bournemouth","E06000028","Urban city and town in a sparse setting",0,0,0,0
"2011","Bournemouth","E06000028","Rural (total)",139,139,0,0
"2011","Bournemouth","E06000028","Rural town and fringe",0,0,0,0
"2011","Bournemouth","E06000028","Rural town and fringe in a sparse setting",0,0,0,0
"2011","Bournemouth","E06000028","Rural village",0,0,0,0
"2011","Bournemouth","E06000028","Rural village in a sparse setting",0,0,0,0
"2011","Bournemouth","E06000028","Rural hamlet and isolated dwellings",139,139,0,0
"2011","Bournemouth","E06000028","Rural hamlet and isolated dwellings in a sparse setting",0,0,0,0
"2011","Bristol, City of","E06000023","Total",428234,418814,9420,0
"2011","Bristol, City of","E06000023","Urban (total)",428234,418814,9420,0
"2011","Bristol, City of","E06000023","Urban major conurbation",0,0,0,0
"2011","Bristol, City of","E06000023","Urban minor conurbation",0,0,0,0
"2011","Bristol, City of","E06000023","Urban city and town",428234,418814,9420,0
"2011","Bristol, City of","E06000023","Urban city and town in a sparse setting",0,0,0,0
"2011","Bristol, City of","E06000023","Rural (total)",0,0,0,0
"2011","Bristol, City of","E06000023","Rural town and fringe",0,0,0,0
"2011","Bristol, City of","E06000023","Rural town and fringe in a sparse setting",0,0,0,0
"2011","Bristol, City of","E06000023","Rural village",0,0,0,0
"2011","Bristol, City of","E06000023","Rural village in a sparse setting",0,0,0,0
"2011","Bristol, City of","E06000023","Rural hamlet and isolated dwellings",0,0,0,0
"2011","Bristol, City of","E06000023","Rural hamlet and isolated dwellings in a sparse setting",0,0,0,0
"2011","Cornwall","E06000052","Total",532273,523432,8841,6
"2011","Cornwall","E06000052","Urban (total)",205591,201302,4289,4
"2011","Cornwall","E06000052","Urban major conurbation",0,0,0,0
"2011","Cornwall","E06000052","Urban minor conurbation",0,0,0,0
"2011","Cornwall","E06000052","Urban city and town",205591,201302,4289,4
"2011","Cornwall","E06000052","Urban city and town in a sparse setting",0,0,0,0
"2011","Cornwall","E06000052","Rural (total)",326682,322130,4552,2
"2011","Cornwall","E06000052","Rural town and fringe",120849,119560,1289,0
"2011","Cornwall","E06000052","Rural town and fringe in a sparse setting",25211,24689,522,1
"2011","Cornwall","E06000052","Rural village",81684,80695,989,0
"2011","Cornwall","E06000052","Rural village in a sparse setting",19889,19291,598,0
"2011","Cornwall","E06000052","Rural hamlet and isolated dwellings",65004,64203,801,0
"2011","Cornwall","E06000052","Rural hamlet and isolated dwellings in a sparse setting",14045,13692,353,1
"2011","Isles of Scilly","E06000053","Total",2203,2123,80,0
"2011","Isles of Scilly","E06000053","Urban (total)",0,0,0,0
"2011","Isles of Scilly","E06000053","Urban major conurbation",0,0,0,0
"2011","Isles of Scilly","E06000053","Urban minor conurbation",0,0,0,0
"2011","Isles of Scilly","E06000053","Urban city and town",0,0,0,0
"2011","Isles of Scilly","E06000053","Urban city and town in a sparse setting",0,0,0,0
"2011","Isles of Scilly","E06000053","Rural (total)",2203,2123,80,0
"2011","Isles of Scilly","E06000053","Rural town and fringe",0,0,0,0
"2011","Isles of Scilly","E06000053","Rural town and fringe in a sparse setting",0,0,0,0
"2011","Isles of Scilly","E06000053","Rural village",0,0,0,0
"2011","Isles of Scilly","E06000053","Rural village in a sparse setting",2067,1990,77,0
"2011","Isles of Scilly","E06000053","Rural hamlet and isolated dwellings",0,0,0,0
"2011","Isles of Scilly","E06000053","Rural hamlet and isolated dwellings in a sparse setting",136,133,3,0
"2011","North Somerset","E06000024","Total",202566,199225,3341,1
"2011","North Somerset","E06000024","Urban (total)",165328,162464,2864,1
"2011","North Somerset","E06000024","Urban major conurbation",0,0,0,0
"2011","North Somerset","E06000024","Urban minor conurbation",0,0,0,0
"2011","North Somerset","E06000024","Urban city and town",165328,162464,2864,1
"2011","North Somerset","E06000024","Urban city and town in a sparse setting",0,0,0,0
"2011","North Somerset","E06000024","Rural (total)",37238,36761,477,0
"2011","North Somerset","E06000024","Rural town and fringe",13494,13458,36,0
"2011","North Somerset","E06000024","Rural town and fringe in a sparse setting",0,0,0,0
"2011","North Somerset","E06000024","Rural village",15563,15356,207,0
"2011","North Somerset","E06000024","Rural village in a sparse setting",0,0,0,0
"2011","North Somerset","E06000024","Rural hamlet and isolated dwellings",8181,7947,234,0
"2011","North Somerset","E06000024","Rural hamlet and isolated dwellings in a sparse setting",0,0,0,0
"2011","Plymouth","E06000026","Total",256384,251100,5284,2
"2011","Plymouth","E06000026","Urban (total)",256384,251100,5284,2
"2011","Plymouth","E06000026","Urban major conurbation",0,0,0,0
"2011","Plymouth","E06000026","Urban minor conurbation",0,0,0,0
"2011","Plymouth","E06000026","Urban city and town",256384,251100,5284,2
"2011","Plymouth","E06000026","Urban city and town in a sparse setting",0,0,0,0
"2011","Plymouth","E06000026","Rural (total)",0,0,0,0
"2011","Plymouth","E06000026","Rural town and fringe",0,0,0,0
"2011","Plymouth","E06000026","Rural town and fringe in a sparse setting",0,0,0,0
"2011","Plymouth","E06000026","Rural village",0,0,0,0
"2011","Plymouth","E06000026","Rural village in a sparse setting",0,0,0,0
"2011","Plymouth","E06000026","Rural hamlet and isolated dwellings",0,0,0,0
"2011","Plymouth","E06000026","Rural hamlet and isolated dwellings in a sparse setting",0,0,0,0
"2011","Poole","E06000029","Total",147645,145103,2542,1
"2011","Poole","E06000029","Urban (total)",147409,144867,2542,1
"2011","Poole","E06000029","Urban major conurbation",0,0,0,0
"2011","Poole","E06000029","Urban minor conurbation",0,0,0,0
"2011","Poole","E06000029","Urban city and town",147409,144867,2542,1
"2011","Poole","E06000029","Urban city and town in a sparse setting",0,0,0,0
"2011","Poole","E06000029","Rural (total)",236,236,0,0
"2011","Poole","E06000029","Rural town and fringe",0,0,0,0
"2011","Poole","E06000029","Rural town and fringe in a sparse setting",0,0,0,0
"2011","Poole","E06000029","Rural village",0,0,0,0
"2011","Poole","E06000029","Rural village in a sparse setting",0,0,0,0
"2011","Poole","E06000029","Rural hamlet and isolated dwellings",236,236,0,0
"2011","Poole","E06000029","Rural hamlet and isolated dwellings in a sparse setting",0,0,0,0
"2011","South Gloucestershire","E06000025","Total",262767,258207,4560,0
"2011","South Gloucestershire","E06000025","Urban (total)",228404,224904,3500,0
"2011","South Gloucestershire","E06000025","Urban major conurbation",0,0,0,0
"2011","South Gloucestershire","E06000025","Urban minor conurbation",0,0,0,0
"2011","South Gloucestershire","E06000025","Urban city and town",228404,224904,3500,0
"2011","South Gloucestershire","E06000025","Urban city and town in a sparse setting",0,0,0,0
"2011","South Gloucestershire","E06000025","Rural (total)",34363,33303,1060,0
"2011","South Gloucestershire","E06000025","Rural town and fringe",13612,13416,196,0
"2011","South Gloucestershire","E06000025","Rural town and fringe in a sparse setting",0,0,0,0
"2011","South Gloucestershire","E06000025","Rural village",12117,11811,306,0
"2011","South Gloucestershire","E06000025","Rural village in a sparse setting",0,0,0,0
"2011","South Gloucestershire","E06000025","Rural hamlet and isolated dwellings",8634,8076,558,0
"2011","South Gloucestershire","E06000025","Rural hamlet and isolated dwellings in a sparse setting",0,0,0,0
"2011","Swindon","E06000030","Total",209156,207858,1298,0
"2011","Swindon","E06000030","Urban (total)",185308,184352,956,0
"2011","Swindon","E06000030","Urban major conurbation",0,0,0,0
"2011","Swindon","E06000030","Urban minor conurbation",0,0,0,0
"2011","Swindon","E06000030","Urban city and town",185308,184352,956,0
"2011","Swindon","E06000030","Urban city and town in a sparse setting",0,0,0,0
"2011","Swindon","E06000030","Rural (total)",23848,23506,342,0
"2011","Swindon","E06000030","Rural town and fringe",18927,18764,163,0
"2011","Swindon","E06000030","Rural town and fringe in a sparse setting",0,0,0,0
"2011","Swindon","E06000030","Rural village",3385,3251,134,0
"2011","Swindon","E06000030","Rural village in a sparse setting",0,0,0,0
"2011","Swindon","E06000030","Rural hamlet and isolated dwellings",1536,1491,45,0
"2011","Swindon","E06000030","Rural hamlet and isolated dwellings in a sparse setting",0,0,0,0
"2011","Torbay","E06000027","Total",130959,127908,3051,0
"2011","Torbay","E06000027","Urban (total)",130197,127146,3051,0
"2011","Torbay","E06000027","Urban major conurbation",0,0,0,0
"2011","Torbay","E06000027","Urban minor conurbation",0,0,0,0
"2011","Torbay","E06000027","Urban city and town",130197,127146,3051,0
"2011","Torbay","E06000027","Urban city and town in a sparse setting",0,0,0,0
"2011","Torbay","E06000027","Rural (total)",762,762,0,0
"2011","Torbay","E06000027","Rural town and fringe",0,0,0,0
"2011","Torbay","E06000027","Rural town and fringe in a sparse setting",0,0,0,0
"2011","Torbay","E06000027","Rural village",460,460,0,0
"2011","Torbay","E06000027","Rural village in a sparse setting",0,0,0,0
"2011","Torbay","E06000027","Rural hamlet and isolated dwellings",302,302,0,0
"2011","Torbay","E06000027","Rural hamlet and isolated dwellings in a sparse setting",0,0,0,0
"2011","Wiltshire","E06000054","Total",470981,457954,13027,2
"2011","Wiltshire","E06000054","Urban (total)",247262,243773,3489,2
"2011","Wiltshire","E06000054","Urban major conurbation",0,0,0,0
"2011","Wiltshire","E06000054","Urban minor conurbation",0,0,0,0
"2011","Wiltshire","E06000054","Urban city and town",247262,243773,3489,2
"2011","Wiltshire","E06000054","Urban city and town in a sparse setting",0,0,0,0
"2011","Wiltshire","E06000054","Rural (total)",223719,214181,9538,0
"2011","Wiltshire","E06000054","Rural town and fringe",87894,84593,3301,0
"2011","Wiltshire","E06000054","Rural town and fringe in a sparse setting",0,0,0,0
"2011","Wiltshire","E06000054","Rural village",95036,91324,3712,0
"2011","Wiltshire","E06000054","Rural village in a sparse setting",0,0,0,0
"2011","Wiltshire","E06000054","Rural hamlet and isolated dwellings",40789,38264,2525,0
"2011","Wiltshire","E06000054","Rural hamlet and isolated dwellings in a sparse setting",0,0,0,0
"2011","Devon","E10000008","Total",746399,727737,18662,4
"2011","Devon","E10000008","Urban (total)",362368,351989,10379,3
"2011","Devon","E10000008","Urban major conurbation",0,0,0,0
"2011","Devon","E10000008","Urban minor conurbation",0,0,0,0
"2011","Devon","E10000008","Urban city and town",351184,341205,9979,3
"2011","Devon","E10000008","Urban city and town in a sparse setting",11184,10784,400,0
"2011","Devon","E10000008","Rural (total)",384031,375748,8283,1
"2011","Devon","E10000008","Rural town and fringe",155391,153117,2274,1
"2011","Devon","E10000008","Rural town and fringe in a sparse setting",25417,24863,554,0
"2011","Devon","E10000008","Rural village",78456,76644,1812,0
"2011","Devon","E10000008","Rural village in a sparse setting",16886,16787,99,0
"2011","Devon","E10000008","Rural hamlet and isolated dwellings",79990,77008,2982,0
"2011","Devon","E10000008","Rural hamlet and isolated dwellings in a sparse setting",27891,27329,562,0
"2011","Dorset","E10000009","Total",412905,403366,9539,0
"2011","Dorset","E10000009","Urban (total)",244328,241208,3120,0
"2011","Dorset","E10000009","Urban major conurbation",0,0,0,0
"2011","Dorset","E10000009","Urban minor conurbation",0,0,0,0
"2011","Dorset","E10000009","Urban city and town",244328,241208,3120,0
"2011","Dorset","E10000009","Urban city and town in a sparse setting",0,0,0,0
"2011","Dorset","E10000009","Rural (total)",168577,162158,6419,0
"2011","Dorset","E10000009","Rural town and fringe",72615,70314,2301,0
"2011","Dorset","E10000009","Rural town and fringe in a sparse setting",274,245,29,0
"2011","Dorset","E10000009","Rural village",63362,61023,2339,0
"2011","Dorset","E10000009","Rural village in a sparse setting",0,0,0,0
"2011","Dorset","E10000009","Rural hamlet and isolated dwellings",32326,30576,1750,0
"2011","Dorset","E10000009","Rural hamlet and isolated dwellings in a sparse setting",0,0,0,0
"2011","Gloucestershire","E10000013","Total",596984,586018,10966,1
"2011","Gloucestershire","E10000013","Urban (total)",419967,412580,7387,0
"2011","Gloucestershire","E10000013","Urban major conurbation",0,0,0,0
"2011","Gloucestershire","E10000013","Urban minor conurbation",0,0,0,0
"2011","Gloucestershire","E10000013","Urban city and town",419967,412580,7387,0
"2011","Gloucestershire","E10000013","Urban city and town in a sparse setting",0,0,0,0
"2011","Gloucestershire","E10000013","Rural (total)",177017,173438,3579,1
"2011","Gloucestershire","E10000013","Rural town and fringe",68772,68131,641,0
"2011","Gloucestershire","E10000013","Rural town and fringe in a sparse setting",0,0,0,0
